ID,FirstName,LastName,GivenName,BirthCity,BirthState,BirthCountry,BirthDate,Bats,Throws,Weight,Height,Debut
12027,Les,Munns,Leslie Ernest,Fort Bragg,CA,USA,1908-12-01,R,R,212.0,77.0,1934-04-22
12028,Daniel,Muno,Daniel Joseph,Long Beach,CA,USA,1989-02-09,B,R,195.0,71.0,2015-04-17
12029,Arnie,Munoz,Arnaldo Rafel,Mao,Valverde,D.R.,1982-06-21,L,L,185.0,69.0,2004-06-19
12030,Bobby,Munoz,Roberto,Rio Piedras,,P.R.,1968-03-03,R,R,237.0,79.0,1993-05-29
12031,Jose,Munoz,Jose Luis,Chicago,IL,USA,1967-11-11,B,R,165.0,71.0,1996-04-07
12032,Mike,Munoz,Michael Anthony,Baldwin Park,CA,USA,1965-07-12,L,L,190.0,74.0,1989-09-06
12033,Noe,Munoz,Noe,San Cristobal,Estado de Mexico,Mexico,1967-11-11,R,R,210.0,74.0,1995-04-30
12034,Oscar,Munoz,Juan Oscar,Hialeah,FL,USA,1969-09-25,R,R,210.0,75.0,1995-08-06
12035,Pedro,Munoz,Pedro Javier,Ponce,,P.R.,1968-09-19,R,R,170.0,71.0,1990-09-01
12036,Peter,Munro,Peter Daniel,Flushing,NY,USA,1975-06-14,R,R,200.0,74.0,1999-04-06
12037,Eric,Munson,Eric Walter,San Diego,CA,USA,1977-10-03,L,R,220.0,75.0,2000-07-18
12038,Joe,Munson,Joseph Martin Napoleon,Renovo,PA,USA,1899-11-06,L,R,184.0,69.0,1925-09-18
12039,Red,Munson,Clarence Hanford,Cincinnati,OH,USA,1883-07-31,,R,,71.0,1905-08-28
12040,Thurman,Munson,Thurman Lee,Akron,OH,USA,1947-06-07,R,R,190.0,71.0,1969-08-08
12041,Scott,Munter,Scott Michael,Norfolk,NE,USA,1980-03-07,R,R,260.0,78.0,2005-05-11
12042,John,Munyan,John Baird,Chester,PA,USA,1860-11-14,,,,,1887-07-12
12043,Masanori,Murakami,Masanori,Kita Tsuru-gun,Yamanashi,Japan,1944-05-06,L,L,180.0,72.0,1964-09-01
12044,Steve,Mura,Stephen Andrew,New Orleans,LA,USA,1955-02-12,R,R,188.0,74.0,1978-09-05
12045,Toru,Murata,Toru,Osaka,Osaka,Japan,1985-05-20,L,R,175.0,72.0,2015-06-28
12046,Bobby,Murcer,Bobby Ray,Oklahoma City,OK,USA,1946-05-20,L,R,160.0,71.0,1965-09-08
12047,Simmy,Murch,Simeon Augustus,Castine,ME,USA,1880-11-21,R,R,220.0,74.0,1904-09-20
12048,Tim,Murchison,Thomas Malcolm,Liberty,NC,USA,1896-10-08,R,L,185.0,72.0,1917-06-21
12049,Wilbur,Murdoch,Wilbur Edwin,Avon,NY,USA,1875-03-14,,R,,,1908-08-29
12050,Red,Murff,John Robert,Burlington,TX,USA,1921-04-01,R,R,195.0,75.0,1956-04-21
12051,Tim,Murnane,Timothy Hayes,Naugatuck,CT,USA,1851-06-04,L,R,172.0,69.0,1872-04-26
12052,,Murphy,,,,,,,,,,1884-08-16
12053,Billy,Murphy,William Eugene,Pineville,LA,USA,1944-05-07,R,R,190.0,73.0,1966-04-15
12054,Bill,Murphy,William R. W.,Anaheim,CA,USA,1981-05-09,L,L,195.0,71.0,2007-09-03
12055,Bob,Murphy,Robert J.,Dutchess County,NY,USA,1866-12-26,,,173.0,72.0,1890-05-27
12056,Buzz,Murphy,Robert Sylvester,Denver,CO,USA,1895-04-26,L,L,155.0,68.0,1918-07-14
12057,Clarence,Murphy,Clarence,,,,,,,,,1886-06-17
12058,Con,Murphy,Cornelius B.,Worcester,MA,USA,1863-10-15,,R,130.0,69.0,1884-09-11
12059,Connie,Murphy,Cornelius David,Northfield,MA,USA,1870-11-01,L,R,155.0,68.0,1893-09-17
12060,Danny,Murphy,Daniel Joseph,Brooklyn,NY,USA,1864-09-10,,,156.0,,1892-04-26
12061,Danny,Murphy,Daniel Francis,Philadelphia,PA,USA,1876-08-11,R,R,175.0,69.0,1900-09-17
12062,Dave,Murphy,David Francis,Adams,MA,USA,1876-05-04,,R,,,1905-08-28
12063,Danny,Murphy,Daniel Francis,Beverly,MA,USA,1942-08-23,L,R,185.0,71.0,1960-06-18
12064,Dale,Murphy,Dale Bryan,Portland,OR,USA,1956-03-12,R,R,210.0,76.0,1976-09-13
12065,Dan,Murphy,Daniel Lee,Artesia,CA,USA,1964-09-18,R,R,195.0,74.0,1989-08-10
12066,David,Murphy,David Matthew,Houston,TX,USA,1981-10-18,L,L,210.0,75.0,2006-09-02
12067,Daniel,Murphy,Daniel Thomas,Jacksonville,FL,USA,1985-04-01,L,R,215.0,73.0,2008-08-02
12068,Dick,Murphy,Richard Lee,Cincinnati,OH,USA,1931-10-25,L,L,170.0,71.0,1954-06-13
12069,Donnie,Murphy,Donald Rex,Lakewood,CA,USA,1983-03-10,R,R,190.0,70.0,2004-09-18
12070,Dummy,Murphy,Herbert Courtland,Olney,IL,USA,1886-12-18,R,R,165.0,70.0,1914-04-14
12071,Dwayne,Murphy,Dwayne Keith,Merced,CA,USA,1955-03-18,L,R,185.0,73.0,1978-04-08
12072,Ed,Murphy,Edward James,Auburn,NY,USA,1877-01-11,,R,186.0,73.0,1898-04-23
12073,Eddie,Murphy,John Edward,Hancock,NY,USA,1891-10-02,L,R,155.0,69.0,1912-08-26
12074,Ed,Murphy,Edward Joseph,Joliet,IL,USA,1918-08-23,R,R,190.0,71.0,1942-09-10
12075,Frank,Murphy,Francis Patrick,North Tarrytown,NY,USA,1876-04-06,R,R,,,1901-07-02
12076,Howard,Murphy,Howard,Birmingham,AL,USA,1882-01-01,L,R,150.0,68.0,1909-08-04
12077,John,Murphy,John Henry,Philadelphia,PA,USA,,,,165.0,71.0,1884-04-17
12078,Joe,Murphy,Joseph Akin,St. Louis,MO,USA,1866-09-07,,,160.0,71.0,1886-04-28
12079,John,Murphy,John Patrick,New Haven,CT,USA,1879-05-20,,,160.0,67.0,1902-09-10
12080,Johnny,Murphy,John Joseph,New York,NY,USA,1908-07-14,R,R,190.0,74.0,1932-05-19
12081,J. R.,Murphy,John Ryan,Bradenton,FL,USA,1991-05-13,R,R,205.0,71.0,2013-09-02
12082,Larry,Murphy,Patrick Lawrence,Toronto,ON,CAN,1857-03-17,L,,170.0,68.0,1891-05-30
12083,Leo,Murphy,Leo Joseph,Terre Haute,IN,USA,1889-01-07,R,R,179.0,73.0,1915-05-02
12084,Mike,Murphy,Michael Jerome,Forestville,PA,USA,1888-08-19,R,R,170.0,69.0,1912-05-17
12085,Morgan,Murphy,Morgan Edward,East Providence,RI,USA,1867-02-14,R,R,160.0,68.0,1890-04-22
12086,Pat,Murphy,Patrick J.,Auburn,MA,USA,1857-01-02,R,R,160.0,70.0,1887-09-02
12087,Pat,Murphy,Patrick Thomas,Syracuse,NY,USA,1958-11-28,,R,190.0,72.0,
12088,Rob,Murphy,Robert Albert,Miami,FL,USA,1960-05-26,L,L,200.0,74.0,1985-09-13
12089,Tony,Murphy,Francis J.,New York,NY,USA,,,,145.0,66.0,1884-10-15
12090,Tom,Murphy,Thomas Andrew,Cleveland,OH,USA,1945-12-30,R,R,185.0,75.0,1968-06-13
12091,Tommy,Murphy,Thomas Christian,Suffern,NY,USA,1979-08-27,B,R,185.0,72.0,2006-05-04
12092,Tom,Murphy,Thomas James,West Monroe,NY,USA,1991-04-03,R,R,220.0,73.0,2015-09-12
12093,Walter,Murphy,Walter Joseph,New York,NY,USA,1907-09-27,R,R,180.0,73.0,1931-04-19
12094,Willie,Murphy,William H.,Springfield,MA,USA,1864-03-23,L,,198.0,71.0,1884-05-01
12095,Yale,Murphy,William Henry,Southborough,MA,USA,1869-10-11,L,R,125.0,63.0,1894-04-19
12096,A. J.,Murray,Arlington John,Vernal,UT,USA,1982-03-17,B,L,220.0,75.0,2007-05-16
12097,Amby,Murray,Ambrose Joseph,Fall River,MA,USA,1913-06-04,L,L,150.0,67.0,1936-07-05
12098,Bill,Murray,William Allenwood,Vinalhaven,ME,USA,1893-09-06,B,R,165.0,71.0,1917-06-27
12099,Billy,Murray,William Jeremiah,Peabody,MA,USA,1864-04-13,,,,,
12100,Bobby,Murray,Robert Hayes,St. Albans,VT,USA,1898-07-04,L,R,155.0,67.0,1923-09-24
12101,Calvin,Murray,Calvin Duane,Dallas,TX,USA,1971-07-30,R,R,190.0,71.0,1999-06-22
12102,Colton,Murray,Colton James,Overland Park,KS,USA,1990-04-22,R,R,195.0,72.0,2015-09-02
12103,Dale,Murray,Dale Albert,Cuero,TX,USA,1950-02-02,R,R,205.0,76.0,1974-07-07
12104,Dan,Murray,Daniel Saffle,Los Alamitos,CA,USA,1973-11-21,R,R,193.0,73.0,1999-08-09
12105,Ed,Murray,Edward Francis,Mystic,CT,USA,1895-05-08,R,R,145.0,66.0,1917-06-24
12106,Eddie,Murray,Eddie Clarence,Los Angeles,CA,USA,1956-02-24,B,R,190.0,74.0,1977-04-07
12107,George,Murray,George King,Charlotte,NC,USA,1898-09-23,R,R,200.0,74.0,1922-05-08
12108,Glenn,Murray,Glenn Everett,Manning,SC,USA,1970-11-23,R,R,225.0,74.0,1996-05-10
12109,Heath,Murray,Heath Robertson,Troy,OH,USA,1973-04-19,L,L,205.0,76.0,1997-05-24
12110,Jim,Murray,James Oscar,Galveston,TX,USA,1878-01-16,R,L,180.0,70.0,1902-09-02
12111,Jim,Murray,James Francis,Scranton,PA,USA,1894-12-31,B,L,210.0,74.0,1922-07-03
12112,Joe,Murray,Joseph Ambrose,Wilkes-Barre,PA,USA,1920-11-11,L,L,165.0,72.0,1950-08-17
12113,Larry,Murray,Larry,Chicago,IL,USA,1953-04-01,B,R,179.0,71.0,1974-09-07
12114,Matt,Murray,Matthew Michael,Boston,MA,USA,1970-09-26,L,R,240.0,78.0,1995-08-12
12115,Miah,Murray,Jeremiah J.,Boston,MA,USA,1865-01-01,R,R,170.0,71.0,1884-05-17
12116,Pat,Murray,Patrick Joseph,Scottsville,NY,USA,1897-07-18,R,L,175.0,72.0,1919-07-01
12117,Ray,Murray,Raymond Lee,Spring Hope,NC,USA,1917-10-12,R,R,204.0,75.0,1948-04-25
12118,Red,Murray,John Joseph,Arnot,PA,USA,1884-03-04,R,R,190.0,70.0,1906-06-16
12119,Rich,Murray,Richard Dale,Los Angeles,CA,USA,1957-07-06,R,R,195.0,76.0,1980-06-07
12120,Tom,Murray,Thomas W.,Paterson,NJ,USA,,R,,150.0,67.0,1894-06-20
12121,Tony,Murray,Anthony Joseph,Chicago,IL,USA,1904-04-30,R,R,154.0,70.0,1923-10-06
12122,Ivan,Murrell,Ivan Augustus,,Bocas del Toro,Panama,1943-04-24,R,R,195.0,74.0,1963-09-28
12123,Danny,Murtaugh,Daniel Edward,Chester,PA,USA,1917-10-08,R,R,165.0,69.0,1941-07-03
12124,Matt,Murton,Matthew Henry,Fort Lauderdale,FL,USA,1981-10-03,R,R,220.0,73.0,2005-07-08
12125,Tony,Muser,Anthony Joseph,Van Nuys,CA,USA,1947-08-01,L,L,180.0,74.0,1969-09-14
12126,Dennis,Musgraves,Dennis Eugene,Indianapolis,IN,USA,1943-12-25,R,R,188.0,76.0,1965-07-09
12127,Stan,Musial,Stanley Frank,Donora,PA,USA,1920-11-21,L,L,175.0,72.0,1941-09-17
12128,Danny,Musser,William Daniel,Zion,PA,USA,1905-09-05,L,R,160.0,69.0,1932-09-18
12129,Jeff,Musselman,Jeffrey Joseph,Doylestown,PA,USA,1963-06-21,L,L,180.0,72.0,1986-09-02
12130,Neal,Musser,Neal Gordon,Lafayette,IN,USA,1980-08-25,L,L,235.0,73.0,2007-04-21
12131,Paul,Musser,Paul,Millheim,PA,USA,1889-06-24,R,R,175.0,72.0,1912-06-06
12132,Ron,Musselman,Ralph Ronald,Wilmington,NC,USA,1954-11-11,R,R,185.0,74.0,1982-08-18
12133,Barney,Mussill,Bernard James,Bower Hill,PA,USA,1919-10-01,R,L,200.0,73.0,1944-04-20
12134,Mike,Mussina,Michael Cole,Williamsport,PA,USA,1968-12-08,L,R,185.0,74.0,1991-08-04
12135,Alex,Mustaikis,Alexander Dominick,Chelsea,MA,USA,1909-03-26,R,R,180.0,75.0,1940-07-07
12136,Jeff,Mutis,Jeffrey Thomas,Allentown,PA,USA,1966-12-20,L,L,185.0,74.0,1991-06-15
12137,Jim,Mutrie,James J.,Chelsea,MA,USA,1851-06-13,,,,,
12138,George,Myatt,George Edward,Denver,CO,USA,1914-06-14,L,R,167.0,71.0,1938-08-16
12139,Glenn,Myatt,Glenn Calvin,Argenta,AR,USA,1897-07-09,L,R,165.0,71.0,1920-04-15
12140,Buddy,Myer,Charles Solomon,Ellisville,MS,USA,1904-03-16,L,R,163.0,70.0,1925-09-26
12141,Al,Myers,James Albert,Danville,IL,USA,1863-10-22,R,R,165.0,68.0,1884-09-27
12142,Bert,Myers,James Albert,Frederick,MD,USA,1874-04-08,R,R,,70.0,1896-04-25
12143,Billy,Myers,William Harrison,Enola,PA,USA,1910-08-14,R,R,168.0,68.0,1935-04-16
12144,Brett,Myers,Brett Allen,Jacksonville,FL,USA,1980-08-17,R,R,240.0,76.0,2002-07-24
12145,Elmer,Myers,Elmer Glenn,York Springs,PA,USA,1894-03-02,R,R,185.0,74.0,1915-10-06
12146,George,Myers,George D.,Buffalo,NY,USA,1860-11-13,R,R,170.0,68.0,1884-05-02
12147,Greg,Myers,Gregory Richard,Riverside,CA,USA,1966-04-14,L,R,200.0,73.0,1987-09-12
12148,Hap,Myers,Ralph Edward,San Francisco,CA,USA,1887-04-08,R,R,175.0,75.0,1910-04-16
12149,Henry,Myers,Henry C.,Philadelphia,PA,USA,,R,R,159.0,69.0,1881-08-20
12150,Hi,Myers,Henry Harrison,East Liverpool,OH,USA,1889-04-27,R,R,175.0,69.0,1909-08-30
12151,Jimmy,Myers,James Xavier,Oklahoma City,OK,USA,1969-04-28,R,R,190.0,73.0,1996-04-06
12152,Joseph,Myers,Joseph William,Wilmington,DE,USA,1882-03-18,R,R,205.0,70.0,1905-10-07
12153,Lynn,Myers,Lynnwood Lincoln,Enola,PA,USA,1914-02-23,R,R,145.0,66.0,1938-07-13
12154,Mike,Myers,Michael Stanley,Arlington Heights,IL,USA,1969-06-26,L,L,197.0,75.0,1995-04-25
12155,Randy,Myers,Randall Kirk,Vancouver,WA,USA,1962-09-19,L,L,190.0,73.0,1985-10-06
12156,Richie,Myers,Richard,Sacramento,CA,USA,1930-04-07,R,R,150.0,66.0,1956-04-21
12157,Rodney,Myers,Rodney Luther,Rockford,IL,USA,1969-06-26,R,R,200.0,73.0,1996-04-03
12158,Rod,Myers,Roderick Demond,Conroe,TX,USA,1973-01-14,L,L,190.0,72.0,1996-06-21
12159,Wil,Myers,William Bradford,Thomasville,NC,USA,1990-12-10,R,R,205.0,75.0,2013-06-18
12160,Aaron,Myette,Aaron Kenneth,New Westminster,BC,CAN,1977-09-26,R,R,195.0,76.0,1999-09-07
12161,Bob,Myrick,Robert Howard,Hattiesburg,MS,USA,1952-10-01,R,L,195.0,73.0,1976-05-28
12162,Brian,Myrow,Brian Shawn,Fort Worth,TX,USA,1976-09-04,L,R,215.0,71.0,2005-09-06
12163,Chris,Nabholz,Christopher William,Harrisburg,PA,USA,1967-01-05,L,L,210.0,77.0,1990-06-11
12164,Jack,Nabors,Herman John,Montevallo,AL,USA,1887-11-19,R,R,185.0,75.0,1915-08-09
12165,Xavier,Nady,Xavier Clifford,Salinas,CA,USA,1978-11-14,R,R,215.0,74.0,2000-09-30
12166,Tim,Naehring,Timothy James,Cincinnati,OH,USA,1967-02-01,R,R,190.0,74.0,1990-07-15
12167,Bill,Nagel,William Taylor,Memphis,TN,USA,1915-08-19,R,R,190.0,73.0,1939-04-20
12168,Lou,Nagelsen,Louis Marcellus,Piqua,OH,USA,1887-06-29,R,R,180.0,74.0,1912-09-10
12169,Russ,Nagelson,Russell Charles,Cincinnati,OH,USA,1944-09-19,L,R,205.0,72.0,1968-09-11
12170,Clint,Nageotte,Clinton Scott,Parma,OH,USA,1980-10-25,R,R,200.0,75.0,2004-06-01
12171,Judge,Nagle,Walter Harold,Santa Rosa,CA,USA,1880-03-10,R,R,176.0,72.0,1911-04-26
12172,Tom,Nagle,Thomas Edward,Milwaukee,WI,USA,1865-10-30,R,R,150.0,70.0,1890-04-22
12173,Charles,Nagy,Charles Harrison,Bridgeport,CT,USA,1967-05-05,L,R,200.0,75.0,1990-06-29
12174,Mike,Nagy,Michael Timothy,New York,NY,USA,1948-03-25,R,R,195.0,75.0,1969-04-21
12175,Steve,Nagy,Stephen,Franklin,NJ,USA,1919-05-28,L,L,174.0,69.0,1947-04-20
12176,Sam,Nahem,Samuel Ralph,New York,NY,USA,1915-10-19,R,R,190.0,73.0,1938-10-02
12177,Bill,Nahorodny,William Gerard,Hamtramck,MI,USA,1953-08-31,R,R,200.0,74.0,1976-09-27
12178,Micheal,Nakamura,Micheal Yoshihide,Nara,,Japan,1976-09-06,R,R,170.0,70.0,2003-06-07
12179,Norihiro,Nakamura,Norihiro,Osaka,Osaka,Japan,1973-07-24,R,R,205.0,70.0,2005-04-10
12180,Pete,Naktenis,Peter Ernest,Aberdeen,WA,USA,1914-06-12,L,L,185.0,73.0,1936-06-13
12181,Frank,Naleway,Frank,Chicago,IL,USA,1902-07-05,R,R,165.0,69.0,1924-09-16
12182,Kid,Nance,William Gideon,Fort Worth,TX,USA,1876-08-02,R,R,165.0,67.0,1897-08-19
12183,Shane,Nance,Joseph Shane,Houston,TX,USA,1977-09-07,L,L,180.0,68.0,2002-08-24
12184,Buddy,Napier,Skelton Leroy,Byromville,GA,USA,1889-12-18,R,R,165.0,71.0,1912-08-14
12185,Al,Naples,Aloysius Francis,Staten Island,NY,USA,1926-08-29,R,R,168.0,69.0,1949-06-25
12186,Danny,Napoleon,Daniel,Claysburg,PA,USA,1942-01-11,R,R,190.0,71.0,1965-04-14
12187,Mike,Napoli,Michael Anthony,Hollywood,FL,USA,1981-10-31,R,R,225.0,73.0,2006-05-04
12188,Hal,Naragon,Harold Richard,Zanesville,OH,USA,1928-10-01,L,R,160.0,72.0,1951-09-23
12189,Cholly,Naranjo,Lazaro Ramon Gonzalo,La Habana,La Habana,Cuba,1934-11-25,L,R,165.0,71.0,1956-07-08
12190,Bill,Narleski,William Edward,Perth Amboy,NJ,USA,1900-03-09,R,R,160.0,69.0,1929-04-18
12191,Ray,Narleski,Raymond Edmond,Camden,NJ,USA,1928-11-25,R,R,175.0,73.0,1954-04-17
12192,Jerry,Narron,Jerry Austin,Goldsboro,NC,USA,1956-01-15,L,R,205.0,75.0,1979-04-13
12193,Sam,Narron,Samuel Woody,Middlesex,NC,USA,1913-08-25,R,R,180.0,70.0,1935-09-15
12194,Sam,Narron,Samuel Franklin,Goldsboro,NC,USA,1981-07-12,L,L,200.0,79.0,2004-07-30
12195,Buster,Narum,Leslie Ferdinand,Philadelphia,PA,USA,1940-11-16,R,R,194.0,73.0,1963-04-14
12196,Chris,Narveson,Christopher Gregg,Englewood,CO,USA,1981-12-20,L,L,205.0,75.0,2006-09-08
12197,Billy,Nash,William Mitchell,Richmond,VA,USA,1865-06-24,R,R,167.0,68.0,1884-08-05
12198,Cotton,Nash,Charles Francis,Jersey City,NJ,USA,1942-07-24,R,R,220.0,78.0,1967-09-01
12199,Jim,Nash,James Edwin,Hawthorne,NV,USA,1945-02-09,R,R,215.0,77.0,1966-07-03
12200,Ken,Nash,Kenneth Leland,Weymouth,MA,USA,1888-07-14,B,R,140.0,68.0,1912-07-04
12201,Phil,Nastu,Philip,Bridgeport,CT,USA,1955-03-08,L,L,180.0,74.0,1978-09-15
12202,Rob,Natal,Robert Marcel,Long Beach,CA,USA,1965-11-13,R,R,190.0,71.0,1992-07-18
12203,Joe,Nathan,Joseph Michael,Houston,TX,USA,1974-11-22,R,R,230.0,76.0,1999-04-21
12204,Joey,Nation,Joseph Paul,Oklahoma City,OK,USA,1978-09-28,L,L,175.0,74.0,2000-09-23
12205,Pete,Naton,Peter Alphonsus,Flushing,NY,USA,1931-09-09,R,R,200.0,73.0,1953-06-16
12206,Dan,Naulty,Daniel Donovan,Los Angeles,CA,USA,1970-01-06,R,R,211.0,78.0,1996-04-02
12207,Daniel,Nava,Daniel James,Redwood City,CA,USA,1983-02-22,B,L,200.0,71.0,2010-06-12
12208,Dioner,Navarro,Dioner Favian,Caracas,Distrito Federal,Venezuela,1984-02-09,B,R,205.0,69.0,2004-09-07
12209,Efren,Navarro,Efren,Lynwood,CA,USA,1986-05-14,L,L,210.0,72.0,2011-09-02
12210,Jaime,Navarro,Jaime,Bayamon,,P.R.,1967-03-27,R,R,210.0,76.0,1989-06-20
12211,Julio,Navarro,Julio,Vieques,,P.R.,1936-01-09,R,R,175.0,72.0,1962-09-03
12212,Oswaldo,Navarro,Oswaldo Ramses,Villa de Cura,Aragua,Venezuela,1984-10-02,R,R,200.0,72.0,2006-09-09
12213,Rey,Navarro,Reynaldo,Caguas,,P.R.,1989-12-22,B,R,185.0,70.0,2015-04-24
12214,Tito,Navarro,Norberto,Rio Piedras,,P.R.,1970-09-12,B,R,165.0,70.0,1993-09-06
12215,Yamaico,Navarro,Yamaico,San Pedro de Macoris,San Pedro de Macoris,D.R.,1987-10-31,R,R,215.0,71.0,2010-08-20
12216,Sandy,Nava,Vincent P.,San Francisco,CA,USA,1850-04-12,,,155.0,66.0,1882-05-05
12217,Earl,Naylor,Earl Eugene,Kansas City,MO,USA,1919-05-19,R,R,190.0,72.0,1942-04-15
12218,Rollie,Naylor,Roleine Cecil,Krum,TX,USA,1892-02-04,R,R,180.0,73.0,1917-09-14
12219,Mike,Naymick,Michael John,Berlin,PA,USA,1917-08-26,R,R,225.0,80.0,1939-09-24
12220,Denny,Neagle,Dennis Edward,Gambrills,MD,USA,1968-09-13,L,L,200.0,76.0,1991-07-27
12221,Jack,Neagle,John Henry,Syracuse,NY,USA,1858-01-02,R,R,155.0,66.0,1879-07-08
12222,Blaine,Neal,Blaine,Marlton,NJ,USA,1978-04-06,L,R,205.0,77.0,2001-09-03
12223,Charlie,Neal,Charles Lenard,Longview,TX,USA,1931-01-30,R,R,165.0,70.0,1956-04-17
12224,Greasy,Neale,Alfred Earle,Parkersburg,WV,USA,1891-11-05,L,R,170.0,72.0,1916-04-12
12225,Joe,Neale,Joseph Hunt,Wadsworth,OH,USA,1866-05-07,R,R,153.0,68.0,1886-06-21
12226,Offa,Neal,Theophilus Fountain,Logan,IL,USA,1876-06-05,L,R,185.0,72.0,1905-09-30
12227,Joe,Nealon,James Joseph,Sacramento,CA,USA,1884-12-15,R,R,,73.0,1906-04-12
12228,Thomas,Neal,Thomas Joseph,Inglewood,CA,USA,1987-08-17,R,R,220.0,74.0,2012-09-02
12229,Ron,Necciai,Ronald Andrew,Gallatin,PA,USA,1932-06-18,R,R,185.0,77.0,1952-08-10
12230,Tom,Needham,Thomas Joseph,,,Ireland,1879-04-17,R,R,180.0,70.0,1904-05-12
12231,Troy,Neel,Troy Lee,Freeport,TX,USA,1965-09-14,L,R,210.0,76.0,1992-05-30
12232,Cal,Neeman,Calvin Amandus,Valmeyer,IL,USA,1929-02-18,R,R,192.0,73.0,1957-04-16
12233,Doug,Neff,Douglas Williams,Harrisonburg,VA,USA,1891-10-08,R,R,141.0,69.0,1914-06-26
12234,Ron,Negray,Ronald Alvin,Akron,OH,USA,1930-02-26,R,R,185.0,73.0,1952-09-14
12235,Kristopher,Negron,Kristopher David,Willingboro,NJ,USA,1986-02-01,R,R,190.0,72.0,2012-06-07
12236,Jim,Neher,James Gilmore,Rochester,NY,USA,1889-02-05,R,R,185.0,71.0,1912-09-10
12237,Art,Nehf,Arthur Neukom,Terre Haute,IN,USA,1892-07-31,L,L,176.0,69.0,1915-08-13
12238,Gary,Neibauer,Gary Wayne,Billings,MT,USA,1944-10-29,R,R,200.0,75.0,1969-04-12
12239,Jim,Neidlinger,James Llewellyn,Vallejo,CA,USA,1964-09-24,B,R,180.0,76.0,1990-08-01
12240,Al,Neiger,Alvin Edward,Wilmington,DE,USA,1939-03-26,L,L,195.0,72.0,1960-07-30
12241,Bob,Neighbors,Robert Otis,Talihina,OK,USA,1917-11-09,R,R,165.0,71.0,1939-09-16
12242,Cy,Neighbors,Cecil Fleming,Fayetteville,MO,USA,1880-09-23,R,,178.0,70.0,1908-04-29
12243,Mike,Neill,Michael Robert,Martinsville,VA,USA,1970-04-27,L,L,190.0,74.0,1998-07-27
12244,Tommy,Neill,Thomas White,Hartselle,AL,USA,1919-11-07,L,R,200.0,74.0,1946-09-10
12245,Bernie,Neis,Bernard Edmund,Bloomington,IL,USA,1895-09-26,B,R,160.0,67.0,1920-04-14
12246,Ernie,Neitzke,Ernest Frederick,Toledo,OH,USA,1894-11-13,R,R,180.0,70.0,1921-06-02
12247,Bots,Nekola,Francis Joseph,New York,NY,USA,1906-12-10,L,L,175.0,71.0,1929-07-19
12248,Andy,Nelson,Andrew Anthony,St. Paul,MN,USA,1884-11-30,,L,,,1908-05-26
12249,Bill,Nelson,William F.,Terre Haute,IN,USA,1863-09-28,,R,,,1884-09-03
12250,Bry,Nelson,Bryant Lawrence,Crossett,AR,USA,1974-01-27,B,R,200.0,70.0,2002-05-14
12251,Brad,Nelson,John Bradley,Algona,IA,USA,1982-12-23,L,R,255.0,74.0,2008-09-01
12252,Candy,Nelson,John W.,Portland,ME,USA,1849-03-14,L,R,145.0,66.0,1872-06-11
12253,Chris,Nelson,Christopher Lars,Escondido,CA,USA,1985-09-03,R,R,205.0,71.0,2010-06-19
12254,Dave,Nelson,David Earl,Fort Sill,OK,USA,1944-06-20,R,R,160.0,70.0,1968-04-11
12255,Emmett,Nelson,George Emmett,Viborg,SD,USA,1905-02-26,R,R,180.0,75.0,1935-06-24
12256,Gene,Nelson,Wayland Eugene,Tampa,FL,USA,1960-12-03,R,R,172.0,72.0,1981-05-04
12257,Jamie,Nelson,James Victor,Clinton,OK,USA,1959-09-05,R,R,180.0,71.0,1983-07-21
12258,Jeff,Nelson,Jeffrey Allan,Baltimore,MD,USA,1966-11-17,R,R,225.0,80.0,1992-04-16
12259,Jim,Nelson,James Lorin,Birmingham,AL,USA,1947-07-04,R,R,180.0,72.0,1970-05-30
12260,Jimmy,Nelson,James Jacob,Klamath Falls,OR,USA,1989-06-05,R,R,245.0,78.0,2013-09-06
12261,Joe,Nelson,Joseph George,Alameda,CA,USA,1974-10-25,R,R,185.0,74.0,2001-06-13
12262,John,Nelson,John Clark,Denton,TX,USA,1979-03-03,R,R,190.0,73.0,2006-09-07
12263,Luke,Nelson,Luther Martin,Cable,IL,USA,1893-12-04,R,R,180.0,72.0,1919-05-25
12264,Lynn,Nelson,Lynn Bernard,Sheldon,ND,USA,1905-02-24,L,R,170.0,70.0,1930-04-18
12265,Mel,Nelson,Melvin Frederick,San Diego,CA,USA,1936-05-30,R,L,185.0,72.0,1960-09-27
12266,Ray,Nelson,Raymond,Holyoke,MA,USA,1875-08-04,R,R,150.0,69.0,1901-05-06
12267,Red,Nelson,Albert Francis,Cleveland,OH,USA,1886-05-19,R,R,190.0,71.0,1910-09-09
12268,Ricky,Nelson,Ricky Lee,Eloy,AZ,USA,1959-05-08,L,R,200.0,72.0,1983-05-17
12269,Rocky,Nelson,Glenn Richard,Portsmouth,OH,USA,1924-11-18,L,L,175.0,70.0,1949-04-27
12270,Roger,Nelson,Roger Eugene,Altadena,CA,USA,1944-06-07,R,R,200.0,75.0,1967-09-09
12271,Rob,Nelson,Robert Augustus,Pasadena,CA,USA,1964-05-17,L,L,215.0,76.0,1986-09-09
12272,Tex,Nelson,Robert Sidney,Dallas,TX,USA,1936-08-07,L,L,205.0,75.0,1955-06-22
